SITE,Z,Date,Zsec,PH,COND,ALK,OP,TFP,TP,CL,NO3,SO4,TN,NH4,SI,Na,Mg,Ca,K,Fe,CHLA,T,DO (mg/l),DO (sat),Zcomp (m)
A10,10,26-Apr-11,7.0,7.46,108.0,25.0,1.9,2.9,8.1,13.8,0.025,1.86,0.16,0.012,1.46,7.8,2.01,10.3,0.41,,2.32,4.7,12.5,99.1%,14
A10,10,11-May-11,7.1,7.45,117.6,27.0,2.1,3.1,4.8,14.4,0.017,1.88,0.12,0.005,1.29,8.4,2.16,10.7,0.45,,2.69,6.7,12.0,99.9%,14
A10,10,24-May-11,6.9,7.71,131.9,28.0,2.0,2.7,3.7,15.0,0.005,1.88,0.14,0.01,1.19,8.6,2.36,11.1,0.45,,2.39,11.5,11.5,106.7%,15
A10,10,8-Jun-11,8.5,7.70,120.7,29.0,1.6,2.8,4.8,15.4,0.005,1.87,0.11,0.030,1.10,8.9,2.40,10.9,0.47,,1.66,12.7,10.9,103.8%,16
A10,10,22-Jun-11,6.9,7.73,131.3,30.0,0.5,3.0,3.3,15.8,0.005,1.90,0.16,0.005,0.87,9.2,2.40,11.7,0.44,,1.35,15.3,10.4,104.4%,
A10,10,20-Jul-11,8.9,7.74,129.2,30.0,1.4,3.1,5.3,15.5,0.005,1.96,0.11,0.01,0.48,9.1,2.36,10.9,0.45,,1.78,16.6,10.9,112.3%,16
A10,10,17-Aug-11,10.9,7.77,128.9,30.5,1.0,1.2,3.8,15.2,0.005,1.84,0.11,0.02,0.50,9.1,2.30,11.4,0.42,,1.31,18.4,10.2,108.7%,16
A10,10,14-Sep-11,8.0,7.62,126.0,29.5,1.1,2.5,5.9,15.0,0.005,1.60,0.13,0.01,0.66,8.6,2.27,11.0,0.42,,1.33,20.9,8.7,97.1%,14
A10,10,12-Oct-11,8.8,7.52,124.1,30.0,1.3,2.1,5.5,15.5,0.005,1.75,0.11,0.01,0.86,8.7,2.26,10.4,0.48,,1.80,17.1,9.2,95.7%,16
A10,10,26-Oct-11,7.2,7.62,127.2,29.0,0.5,1.7,5.9,15.5,0.005,1.67,0.13,0.01,0.95,8.8,2.30,10.4,0.48,,2.78,14.8,9.8,97.4%,16
A10,10,10-Nov-11,7.2,7.69,122.1,30.0,1.6,2.5,6.2,15.3,0.005,1.73,0.09,0.01,1.05,8.8,2.31,10.7,0.48,,2.94,12.1,10.4,97.8%,15
A10,10,11-Apr-12,8.0,7.52,120.2,30.0,1.1,2.9,7.7,15.9,0.005,1.78,0.14,0.005,1.04,9.2,2.23,10.4,0.44,,2.04,5.5,12.5,101.1%,
A10,10,25-Apr-12,7.1,7.71,123.2,30.0,1.1,2.5,5.6,15.8,0.005,1.78,0.13,0.005,1.03,9.6,2.30,10.6,0.45,,2.32,7.5,11.9,101.0%,18
A10,10,10-May-12,10.0,7.75,121.5,30.0,0.5,2.5,6.3,15.9,0.005,1.79,0.13,0.01,1.03,8.9,2.15,10.7,0.44,,1.50,9.5,11.3,100.4%,22
A10,10,23-May-12,9.5,7.68,122.5,29.0,1.1,2.6,4.2,15.9,0.005,1.77,0.14,0.005,1.02,9.4,2.17,10.0,0.43,,1.36,10.7,11.0,100.3%,18
A10,10,5-Jun-12,9.9,7.72,121.6,29.5,1.4,1.8,4.3,13.8,0.005,1.70,0.11,0.005,0.93,8.6,2.23,10.3,0.45,,1.69,11.2,11.0,101.4%,19
A10,10,19-Jun-12,8.8,7.43,122.8,31.0,1.0,1.8,3.8,15.6,0.005,1.95,0.12,0.01,0.93,8.7,2.17,10.3,0.45,,1.66,19.6,9.7,105.7%,20
A10,10,18-Jul-12,9.0,7.27,122.2,27.5,0.5,2.3,3.8,14.9,0.005,1.82,0.12,0.01,0.88,8.5,2.22,10.4,0.45,,1.87,16.6,10.8,111.2%,20
A10,10,14-Aug-12,10.5,7.78,123.4,,0.5,1.8,3.1,16.0,0.005,1.85,0.14,0.01,0.95,8.5,2.24,10.3,0.45,,0.92,20.5,9.6,106.4%,19
A10,10,12-Sep-12,9.4,7.67,124.3,31.0,1.3,2.6,5.3,14.2,0.005,1.79,0.13,0.01,1.00,8.7,2.32,10.3,0.46,,1.37,21.7,8.3,93.9%,16
A10,10,11-Oct-12,8.3,7.72,121.8,32.0,1.3,2.6,5.9,15.7,0.005,1.86,0.12,0.01,1.16,8.7,2.32,10.6,0.45,,1.61,16.5,9.6,98.7%,20
A10,10,25-Oct-12,9.0,7.71,119.8,31.0,1.1,2.6,5.8,15.2,0.005,1.83,0.12,0.01,1.22,8.5,2.31,10.3,0.46,,1.75,14.4,9.4,92.7%,18
A10,10,8-Nov-12,7.0,7.74,117.3,28.0,1.0,1.8,5.8,15.7,0.005,1.87,0.13,0.01,1.41,8.5,2.32,10.5,0.46,,1.92,11.8,9.7,90.6%,16
A10,10,23-Apr-13,,7.59,113.5,29.5,1.1,2.6,6.0,13.2,0.005,1.63,0.14,0.005,1.16,8.0,2.30,9.5,0.46,,1.53,5.8,12.4,101.0%,16
A10,10,7-May-13,9.0,7.66,122.6,31.0,1.3,2.3,4.9,14.1,0.005,1.69,0.15,0.005,1.14,8.3,2.40,9.8,0.48,,1.60,7.5,12.8,108.6%,16
A10,10,21-May-13,8.1,7.70,126.2,31.0,1.1,2.6,4.7,14.1,0.005,1.53,0.12,0.01,0.97,8.6,2.45,10.7,0.44,,1.55,9.4,11.4,100.6%,20
A10,10,4-Jun-13,7.9,7.73,124.3,31.5,0.5,1.9,4.3,14.7,0.005,1.70,0.12,0.005,1.04,8.6,2.45,10.6,0.44,,1.24,11.2,11.2,103.3%,18
A10,10,18-Jun-13,7.8,7.69,118.2,31.0,0.5,1.1,3.5,14.4,0.005,1.65,0.12,0.005,1.01,8.6,2.31,10.4,0.42,,1.22,13.2,10.7,103.0%,21
A10,10,16-Jul-13,7.5,7.60,116.8,30.0,1.4,1.8,5.4,14.1,0.005,1.65,0.14,0.01,0.95,8.7,2.32,10.3,0.44,,2.29,15.7,10.1,102.2%,14
A10,10,13-Aug-13,8.1,7.73,126.5,31.0,0.5,2.0,3.8,15.3,0.005,1.72,0.15,0.01,0.75,8.7,2.29,10.6,0.43,,0.83,18.1,9.7,102.8%,20
A10,10,10-Sep-13,8.5,7.81,128.2,32.0,1.0,1.9,4.4,14.9,0.005,1.71,0.12,0.01,0.86,8.8,2.36,12.3,0.42,,0.99,21.2,8.7,97.6%,19
A10,10,9-Oct-13,10.3,7.74,129.0,32.0,1.0,2.5,5.1,15.3,0.005,1.52,0.11,0.01,0.90,8.8,2.27,12.4,0.40,,1.51,17,9.3,96.5%,16
A10,10,22-Oct-13,6.8,7.58,126.8,31.5,1.1,2.0,5.6,14.7,0.005,1.68,0.14,0.01,0.96,8.6,2.25,12.6,0.41,,1.63,15.6,9.5,96.0%,20
A10,10,5-Nov-13,7.8,7.61,128.0,32.0,1.4,2.0,5.8,14.9,0.005,1.76,0.12,0.01,1.16,8.6,2.27,12.8,0.43,,2.05,12.1,10.6,99.7%,15
A10,10,19-Nov-13,,7.89,127.5,33.0,1.2,3.0,5.5,14.3,0.005,1.51,0.12,0.01,1.18,8.7,2.24,13.0,0.43,,2.14,9.6,11.1,98.8%,17
AN,10,24-Apr-13,8.4,7.79,124.5,32.0,0.5,2.0,4.1,14.0,0.005,1.74,0.14,0.005,1.12,8.3,2.51,11.1,0.48,,1.93,5.3,13.2,106.2%,22
AN,10,8-May-13,9.2,7.69,125.5,32.0,1.3,1.3,4.4,13.6,0.005,1.70,0.11,0.005,0.97,8.3,2.48,10.8,0.48,,1.23,10.4,12.5,113.3%,22
AN,10,22-May-13,7.9,7.60,122.3,31.0,1.3,1.6,4.0,13.7,0.005,1.72,0.12,0.005,1.04,8.3,2.47,10.8,0.44,,1.25,13.1,10.4,99.4%,22
AN,10,3-Jun-13,9.6,7.76,124.9,32.0,1.1,1.6,4.0,14.0,0.005,1.64,0.13,0.005,1.01,8.3,2.51,10.7,0.44,,0.91,14.6,10.7,105.9%,22
AN,10,19-Jun-13,11.0,7.72,114.6,32.0,0.5,1.5,3.2,14.1,0.005,1.71,0.11,0.01,1.01,8.4,2.41,10.6,0.43,,0.82,13.5,10.8,104.6%,23
AN,10,17-Jul-13,9.0,7.76,127.4,31.5,0.5,1.5,4.1,13.6,0.005,1.65,0.12,0.01,1.10,8.4,2.34,10.4,0.44,,0.76,19.1,9.9,106.9%,21
AN,10,14-Aug-13,9.0,7.69,124.3,32.0,0.5,1.2,2.9,15.0,0.005,1.73,0.12,0.01,1.14,8.6,2.42,10.2,0.42,,0.96,22.6,8.4,96.6%,25
AN,10,11-Sep-13,9.5,7.80,125.5,32.5,0.5,1.6,3.0,14.3,0.005,1.73,0.11,0.01,1.16,8.7,2.41,12.0,0.43,,0.95,21.4,8.7,97.9%,22
AN,10,10-Oct-13,11.8,7.77,127.4,33.0,0.5,1.6,2.8,15.4,0.005,1.72,0.11,0.01,0.88,8.6,2.31,12.6,0.41,,1.08,17.5,9.3,97.5%,23
AN,10,24-Oct-13,9.3,7.61,125.9,32.0,0.5,1.7,3.3,13.9,0.005,1.70,0.12,0.01,0.95,8.2,2.30,12.3,0.41,,1.25,15.4,9.8,98.6%,24
AN,10,6-Nov-13,9.0,7.69,125.6,32.5,0.5,1.7,4.4,14.5,0.010,1.74,0.10,0.01,0.98,8.4,2.30,12.1,0.42,,1.28,12.2,10.9,102.7%,21
AN,10,18-Nov-13,9.5,7.69,124.6,32.0,0.5,1.3,2.8,15.7,0.005,1.72,0.12,0.01,1.06,8.4,2.27,13.2,0.42,,1.38,10.2,10.7,96.5%,22
BB,10,6-Apr-10,8.4,7.47,122.3,30.0,1.8,2.8,5.0,16.8,0.005,2.13,0.14,0.005,1.36,8.9,2.40,11.2,0.52,,2.14,4.6,12.9,102.0%,18
BB,10,21-Apr-10,8.4,7.58,126.1,29.0,1.1,2.2,5.0,15.5,0.005,1.96,0.12,0.005,1.21,8.8,2.33,11.1,0.46,,2.39,7.2,11.3,95.2%,16
BB,10,5-May-10,8.0,7.74,124.1,29.0,1.6,2.0,4.6,16.2,0.005,1.95,0.14,0.01,1.17,9.0,2.15,10.9,0.41,,2.34,9.1,11.1,97.7%,19
BB,10,18-May-10,9.4,7.74,125.5,30.0,1.2,2.1,4.0,16.9,0.005,2.06,0.13,0.005,1.10,9.0,2.46,11.4,0.47,,1.12,11.1,10.7,98.5%,19
BB,10,1-Jun-10,9.0,7.71,134.9,31.0,1.1,1.8,4.1,16.5,0.005,2.02,0.11,0.005,1.03,9.0,2.48,11.0,0.48,,1.12,12.8,10.4,99.2%,21
BB,10,30-Jun-10,9.3,7.83,130.5,31.0,1.4,2.2,4.0,16.9,0.005,1.94,0.17,0.01,0.68,8.9,2.46,11.1,0.53,,1.80,15.2,10.8,108.2%,20
BB,10,28-Jul-10,9.0,7.78,131.7,32.0,0.5,2.3,4.0,17.1,0.005,1.90,0.12,0.005,0.65,9.3,2.49,11.5,0.52,,1.05,18.4,11.4,121.7%,18
BB,10,25-Aug-10,9.0,7.80,131.4,31.5,1.4,1.8,3.3,17.3,0.005,1.84,0.14,0.01,0.78,9.5,2.50,11.6,0.51,,1.42,21.8,8.7,98.6%,22
BB,10,22-Sep-10,9.2,7.75,127.9,32.0,1.0,2.2,5.0,17.3,0.005,1.89,0.15,0.005,0.82,9.5,2.65,11.7,0.51,,1.26,18.4,9.1,97.0%,19
BB,10,6-Oct-10,9.0,7.72,130.0,31.5,0.5,2.4,5.0,17.1,0.005,1.82,0.17,0.01,0.91,9.0,2.61,12.0,0.45,,1.80,16.7,9.3,96.0%,
BB,10,20-Oct-10,8.0,7.65,128.8,32.0,1.2,2.1,6.0,17.7,0.005,1.91,0.13,0.01,0.91,9.4,2.58,11.9,0.44,,1.71,14.2,9.6,94.3%,14
BB,10,3-Nov-10,8.6,7.63,125.5,31.0,1.0,2.1,5.7,17.5,0.005,1.94,0.13,0.04,1.05,9.7,2.64,10.8,0.45,,2.07,12.0,10.7,100.4%,17
BB,10,17-Nov-10,6.0,7.70,126.5,31.0,1.1,2.3,5.1,15.7,0.005,1.81,0.11,0.01,1.11,9.5,2.59,11.3,0.45,,3.34,10.2,10.8,97.4%,18
BB,10,26-Apr-11,7.9,7.54,126.0,29.0,1.7,3.1,6.4,16.5,0.005,1.98,0.12,0.013,1.19,9.2,2.32,11.6,0.49,,3.49,4.1,12.8,99.9%,20
BB,10,11-May-11,7.2,7.61,123.9,28.0,2.2,2.9,5.8,15.7,0.011,1.92,0.13,0.005,1.17,9.1,2.26,11.2,0.47,,3.47,7.6,12.1,102.9%,16
BB,10,24-May-11,7.3,7.67,126.9,29.0,1.5,2.9,4.9,16.6,0.005,1.95,0.16,0.01,1.20,9.4,2.50,11.4,0.47,,2.74,9.7,11.6,103.5%,17
BB,10,8-Jun-11,8.2,7.75,124.8,28.5,1.6,2.6,4.6,16.4,0.005,1.89,0.12,0.005,1.10,9.2,2.43,11.2,0.47,,1.50,12.9,10.8,103.3%,17
BB,10,22-Jun-11,8.4,7.79,132.2,30.0,1.2,2.0,4.2,16.0,0.005,1.89,0.16,0.005,0.89,9.2,2.41,11.6,0.44,,1.48,14.6,10.5,104.0%,17
BB,10,20-Jul-11,9.0,7.79,131.1,30.0,1.0,2.8,5.1,15.9,0.005,1.95,0.14,0.01,0.48,9.2,2.34,12.2,0.44,,1.54,15.1,10.6,106.0%,17
BB,10,17-Aug-11,11.5,7.76,130.1,30.0,1.1,1.2,2.9,15.6,0.005,1.86,0.11,0.01,0.52,9.3,2.30,11.5,0.42,,1.31,23.4,8.4,97.9%,17
BB,10,14-Sep-11,9.0,7.75,125.9,30.0,1.4,3.0,5.7,15.5,0.005,1.65,0.16,0.01,0.62,9.0,2.30,11.2,0.44,,1.78,20.9,8.7,97.1%,17
BB,10,12-Oct-11,8.0,7.67,126.2,31.0,1.5,2.1,4.9,16.0,0.005,1.78,0.13,0.01,0.90,8.9,2.28,10.3,0.48,,1.92,17.4,9.4,98.3%,15
BB,10,26-Oct-11,7.5,7.63,127.2,29.5,0.5,1.9,6.6,15.7,0.005,1.68,0.13,0.01,0.90,8.9,2.32,10.5,0.49,,3.02,14.8,9.7,96.4%,16
BB,10,10-Nov-11,7.3,7.68,124.4,31.0,1.6,2.3,5.5,16.2,0.005,1.78,0.12,0.01,1.09,8.9,2.33,10.6,0.49,,3.32,12.1,10.2,95.9%,16
BB,10,11-Apr-12,8.7,7.55,120.6,31.0,0.5,3.1,5.7,16.6,0.005,1.80,0.12,0.005,1.04,9.5,2.28,10.9,0.45,,1.97,5.4,12.5,99%,19
BB,10,25-Apr-12,8.3,7.74,121.5,30.0,1.1,2.4,5.5,16.2,0.005,1.79,0.12,0.005,1.08,9.6,2.31,10.5,0.45,,2.29,7.5,12,100%,20
BB,10,10-May-12,9.8,7.74,121.1,30.0,0.5,2.5,6.3,16.1,0.005,1.80,0.13,0.01,1.06,9.0,2.18,11.0,0.45,,1.49,9.4,11.4,100%,21
BB,10,23-May-12,9.7,7.77,123.5,30.0,1.1,2.5,4.3,16.3,0.005,1.79,0.15,0.005,1.00,9.7,2.21,10.3,0.44,,1.42,10.3,11.2,100%,16
BB,10,5-Jun-12,9.7,7.79,122.4,29.5,1.2,1.3,5.9,14.2,0.005,1.71,0.13,0.005,0.92,8.6,2.22,10.3,0.46,,1.65,12.9,10.7,101%,19
BB,10,19-Jun-12,7.6,7.81,123.4,30.5,1.2,2.0,5.5,15.9,0.005,1.98,0.11,0.01,0.95,8.8,2.19,10.2,0.45,,2.02,11.6,11.6,107%,18
BB,10,18-Jul-12,8.2,7.27,122.1,28.0,0.5,1.9,3.9,15.2,0.005,1.84,0.13,0.01,0.90,8.6,2.25,10.7,0.47,,2.19,17.9,11.0,116%,19
BB,10,14-Aug-12,9.9,7.78,125.3,,0.5,1.8,4.1,16.4,0.005,1.88,0.13,0.01,0.93,8.7,2.27,10.6,0.46,,1.13,21.6,9.4,107%,19
BB,10,12-Sep-12,8.7,7.74,124.8,30.5,1.3,2.3,6.3,14.7,0.005,1.82,0.11,0.01,1.02,9.1,2.37,12.4,0.48,,1.51,21.6,8.6,98%,18
BB,10,11-Oct-12,8.2,7.75,122.2,32.5,1.3,2.4,5.1,16.0,0.005,1.88,0.12,0.01,1.15,8.8,2.34,10.9,0.46,,1.90,16.3,9.3,101%,21
BB,10,25-Oct-12,9.0,7.71,120.7,31.0,1.1,2.6,5.3,15.3,0.005,1.84,0.11,0.01,1.11,8.6,2.41,10.6,0.45,,1.84,14.3,9.4,92%,21
BB,10,8-Nov-12,8.2,7.78,118.5,32.0,1.2,1.6,5.6,16.0,0.005,1.88,0.13,0.01,1.41,8.6,2.40,10.6,0.46,,2.17,11.5,9.9,91%,17
BB,10,23-Apr-13,10.0,7.66,122.8,32.0,0.5,2.8,5.4,14.5,0.011,1.70,0.12,0.005,1.02,8.5,2.40,10.4,0.46,,1.54,5.3,12.7,102.2%,20
BB,10,7-May-13,9.8,7.66,128.9,32.0,1.3,2.0,5.9,15.1,0.005,1.73,0.17,0.005,1.03,8.8,2.57,9.0,0.49,,1.27,7.3,12.7,107.2%,18
BB,10,21-May-13,8.1,7.66,122.0,32.0,1.1,3.0,5.4,14.7,0.005,1.63,0.12,0.01,0.98,8.7,2.46,10.6,0.43,,1.73,10.5,11.15,101.3%,20
BB,10,4-Jun-13,6.8,7.69,126.8,32.0,1.1,1.6,4.3,14.5,0.005,1.66,0.12,0.005,1.04,8.6,2.45,10.6,0.44,,1.14,11.2,11.4,105.1%,20
BB,10,18-Jun-13,8.2,7.76,121.3,31.0,0.5,0.5,3.4,14.6,0.005,1.67,0.12,0.005,0.97,8.6,2.35,10.8,0.42,,1.12,14.8,10.4,103.7%,21
BB,10,16-Jul-13,9.0,7.57,122.6,30.0,1.7,1.8,6.4,14.5,0.005,1.65,0.14,0.01,0.93,8.9,2.33,10.7,0.43,,1.78,15.6,10.5,106.1%,18
BB,10,13-Aug-13,8.0,7.68,127.0,32.0,0.5,2.5,4.3,15.5,0.005,1.71,0.15,0.01,0.73,9.0,2.37,10.8,0.43,,1.07,18.0,9.8,103.7%,21
BB,10,10-Sep-13,8.0,7.80,128.3,31.5,1.0,2.3,5.0,15.1,0.005,1.72,0.14,0.01,0.80,9.0,2.38,11.6,0.44,,1.15,20.5,8.8,97.5%,20
BB,10,9-Oct-13,10.5,7.74,126.4,33.0,1.0,2.7,5.8,15.2,0.005,1.63,0.12,0.01,0.88,9.0,2.26,12.4,0.41,,1.29,17.1,9.2,95.7%,17
BB,10,22-Oct-13,6.0,7.55,128.9,31.0,1.1,2.0,4.4,14.7,0.005,1.68,0.15,0.01,0.94,8.6,2.27,12.4,0.42,,1.79,15.5,9.6,96.8%,20
BB,10,5-Nov-13,7.7,7.61,127.7,33.0,1.2,2.2,5.6,14.6,0.014,1.75,0.22,0.01,1.10,8.5,2.30,12.4,0.44,,1.96,11.9,10.7,100.2%,16
BB,10,19-Nov-13,8.0,7.73,128.7,33.0,0.5,2.5,5.3,14.0,0.005,1.68,0.11,0.01,1.21,8.6,2.24,12.7,0.44,,1.90,9.6,11.0,97.9%,19
CP,10,23-Apr-13,10.5,7.64,122.3,31.0,1.1,2.9,4.6,14.2,0.015,1.66,0.10,0.005,0.96,8.5,2.41,10.7,0.49,,1.62,5.1,12.7,101.7%,19
CP,10,7-May-13,9.2,7.69,129.3,32.0,1.3,2.0,4.6,14.1,0.005,1.65,0.14,0.005,1.07,8.7,2.54,9.9,0.50,,1.59,7.0,12.4,104.0%,18
CP,10,21-May-13,8.1,7.69,128.0,32.0,1.3,2.5,4.2,14.6,0.005,1.60,0.12,0.01,1.01,8.7,2.46,10.7,0.44,,1.52,10.0,11.2,100.2%,21
CP,10,4-Jun-13,7.2,7.73,125.1,32.0,1.0,1.9,4.1,14.9,0.005,1.68,0.18,0.005,1.00,8.7,2.45,10.7,0.44,,1.05,10.8,11.5,105.1%,19
CP,10,18-Jun-13,8.5,7.73,118.5,31.0,0.5,0.5,3.5,14.5,0.005,1.67,0.13,0.005,0.95,8.7,2.34,10.6,0.42,,1.01,11.8,11.0,102.9%,19
CP,10,16-Jul-13,8.2,7.63,118.1,30.5,0.5,1.8,5.4,14.3,0.005,1.66,0.14,0.01,0.93,8.9,2.38,10.8,0.43,,1.84,13.2,10.3,99.1%,17
CP,10,13-Aug-13,7.6,7.65,125.3,32.0,0.5,2.1,4.0,15.5,0.005,1.71,0.14,0.01,0.73,8.9,2.38,10.8,0.43,,0.99,20.0,9.1,99.9%,22
CP,10,10-Sep-13,8.6,7.86,126.2,32.0,1.0,2.5,5.0,14.9,0.005,1.70,0.10,0.01,1.06,8.9,2.39,11.7,0.43,,1.12,20.9,8.8,98.2%,22
CP,10,9-Oct-13,10.7,7.77,129.3,32.5,1.0,2.5,5.8,15.3,0.005,1.63,0.14,0.01,0.90,9.0,2.26,12.3,0.42,,1.50,17.0,9.2,95.5%,18
CP,10,22-Oct-13,6.5,7.54,125.7,31.0,1.1,2.0,5.9,14.7,0.014,1.67,0.13,0.01,0.98,8.6,2.26,12.3,0.42,,1.62,15.5,9.6,96.8%,21
CP,10,5-Nov-13,8.0,7.59,129.1,32.5,1.2,2.0,5.4,14.9,0.015,1.77,0.12,0.01,1.10,8.5,2.29,12.3,0.43,,2.00,11.9,10.6,99.2%,16
CP,10,19-Nov-13,8.0,7.72,127.5,33.0,0.5,2.9,5.0,14.2,0.005,1.49,0.12,0.01,1.21,8.7,2.28,12.3,0.42,,2.09,9.7,10.9,97.3%,19
D,10,6-Apr-10,8.4,7.53,122.4,30.0,1.8,3.0,6.0,16.8,0.005,2.13,0.14,0.005,1.34,8.9,2.36,11.1,0.53,,1.91,4.8,12.9,102.5%,18
D,10,21-Apr-10,8.8,7.54,127.7,29.0,1.3,2.2,6.3,15.9,0.005,1.98,0.12,0.005,1.17,8.9,2.32,10.7,0.46,,2.04,7.0,11.3,94.7%,16
D,10,5-May-10,8.5,7.71,126.2,29.5,1.6,1.7,4.9,16.3,0.005,1.95,0.15,0.01,1.17,9.0,2.16,10.4,0.42,,2.27,9.5,11.0,97.7%,19
D,10,18-May-10,9.7,7.72,125.2,30.0,1.2,1.9,4.0,17.0,0.005,2.07,0.12,0.005,1.14,9.0,2.45,10.7,0.46,,1.18,10.8,10.7,97.8%,20
D,10,1-Jun-10,8.0,7.72,126.6,30.0,1.3,1.7,4.8,16.5,0.005,2.02,0.09,0.005,1.04,9.0,2.50,11.7,0.48,,0.88,16.9,9.5,98.4%,22
D,10,30-Jun-10,9.0,7.77,129.2,31.0,1.3,1.8,4.3,17.0,0.005,1.95,0.14,0.01,0.70,9.0,2.45,11.3,0.55,,1.79,14.6,10.7,105.9%,18
D,10,28-Jul-10,9.0,7.75,129.2,32.0,0.5,2.7,4.2,17.2,0.005,1.90,0.12,0.005,0.65,9.3,2.53,11.6,0.52,,0.93,19.3,11.2,121.3%,19
D,10,25-Aug-10,8.5,7.71,130.9,32.5,1.4,2.3,5.2,17.5,0.005,1.84,0.14,0.01,0.80,9.2,2.49,11.7,0.50,,1.54,21.8,8.7,98.6%,20
D,10,22-Sep-10,9.2,7.69,134.2,31.0,1.1,1.9,4.1,17.2,0.005,1.88,0.13,0.005,1.00,9.4,2.66,12.0,0.51,,1.18,18.4,9.1,97.0%,20
D,10,6-Oct-10,7.8,7.66,130.7,31.0,0.5,2.8,5.0,17.2,0.005,1.83,0.14,0.01,0.91,9.1,2.59,11.8,0.43,,1.65,16.6,9.3,95.8%,
D,10,20-Oct-10,8.6,7.69,126.0,31.0,1.3,2.1,5.0,17.7,0.005,1.92,0.13,0.01,1.00,9.3,2.59,11.2,0.43,,1.97,14.3,9.6,94.5%,14
D,10,3-Nov-10,8.5,7.65,124.7,31.0,1.0,2.1,6.0,17.4,0.005,1.95,0.13,0.01,1.07,9.7,2.61,11.0,0.45,,1.97,12.1,10.6,99.7%,18
D,10,17-Nov-10,7.2,7.58,124.7,30.0,1.3,2.3,5.5,15.6,0.005,1.80,0.10,0.01,1.11,9.5,2.60,11.0,0.44,,2.92,10.2,10.7,96.5%,17
D,10,26-Apr-11,7.5,7.50,127.4,29.0,1.6,2.2,6.0,16.5,0.005,2.00,0.15,0.005,1.19,9.1,2.32,11.4,0.52,,2.57,4.2,12.8,100.2%,19
D,10,11-May-11,7.1,7.60,123.6,28.0,2.1,2.7,5.8,15.7,0.012,1.92,0.12,0.005,1.24,9.1,2.28,11.3,0.50,,3.82,7.4,12.1,102.4%,16
D,10,24-May-11,7.2,7.69,124.3,29.0,1.7,2.7,4.0,16.3,0.005,1.94,0.17,0.01,1.19,9.3,2.47,11.3,0.47,,2.47,10.2,11.5,103.8%,16
D,10,8-Jun-11,8.8,7.75,123.4,28.5,1.8,2.8,4.9,15.9,0.005,1.87,0.13,0.019,1.08,9.0,2.41,11.0,0.47,,1.44,12.9,10.7,102.3%,16
D,10,22-Jun-11,6.3,7.76,131.8,29.5,0.5,2.7,4.9,16.0,0.005,1.90,0.17,0.005,0.86,9.1,2.41,11.3,0.44,,1.73,14.3,10.5,103.3%,
D,10,20-Jul-11,9.0,7.74,128.6,28.0,1.0,3.3,4.6,15.9,0.005,1.96,0.15,0.01,0.52,9.1,2.33,10.9,0.44,,1.68,15.8,11.2,113.6%,16
D,10,17-Aug-11,11.7,7.79,130.3,30.5,1.1,1.9,6.0,15.4,0.005,1.85,0.13,0.01,0.50,9.1,2.31,11.4,0.43,,1.34,22.6,8.7,100.0%,16
D,10,14-Sep-11,8.7,7.69,124.8,30.0,1.2,2.6,6.2,15.3,0.005,1.63,0.14,0.01,0.63,8.9,2.30,11.2,0.44,,1.71,20.7,8.7,96.7%,14
D,10,12-Oct-11,8.2,7.56,120.2,31.0,1.3,2.1,4.9,16.0,0.005,1.77,0.11,0.01,0.90,8.9,2.26,10.4,0.48,,1.85,17.3,9.3,97.1%,15
D,10,26-Oct-11,7.7,7.58,127.2,30.0,0.5,1.9,5.0,15.7,0.005,1.68,0.13,0.01,0.90,8.9,2.33,10.5,0.49,,2.76,14.9,9.6,95.6%,17
D,10,10-Nov-11,7.3,7.63,125.5,30.0,1.6,2.3,5.6,15.9,0.005,1.76,0.12,0.01,0.98,9.0,2.33,10.7,0.49,,3.32,12.1,10.3,96.8%,
D,10,11-Apr-12,8.0,7.58,122.4,30.0,1.2,2.9,7.7,16.5,0.005,1.79,0.14,0.005,1.04,9.4,2.31,10.9,0.45,,1.96,5.4,12.5,99%,18
D,10,25-Apr-12,8.1,7.77,119.0,30.0,1.1,2.4,5.6,16.0,0.005,1.79,0.12,0.005,1.04,9.6,2.30,10.5,0.45,,2.42,7.4,12,100%,19
D,10,10-May-12,9.2,7.73,120.0,30.0,1.1,2.5,7.1,16.1,0.005,1.79,0.14,0.01,1.03,9.0,2.16,10.8,0.45,,1.47,9.3,11.3,98%,20
D,10,23-May-12,7.8,7.75,123.3,29.0,1.2,2.5,5.0,16.3,0.005,1.80,0.12,0.011,0.99,9.7,2.22,10.4,0.44,,1.61,10.3,11.1,99%,15
D,10,5-Jun-12,7.9,7.76,121.9,29.5,1.2,1.9,4.5,14.0,0.005,1.71,0.12,0.005,0.93,8.6,2.22,10.8,0.46,,1.72,12.3,10.8,101%,19
D,10,19-Jun-12,7.7,7.75,123.9,30.0,1.2,2.1,5.3,15.7,0.005,1.96,0.13,0.01,0.93,8.9,2.19,10.5,0.45,,1.83,12.9,11.4,108%,20
D,10,18-Jul-12,8.6,7.36,123.1,28.0,0.5,1.6,5.1,14.9,0.005,1.82,0.12,0.01,0.93,8.6,2.23,10.6,0.45,,1.64,18.1,10.7,113%,20
D,10,14-Aug-12,10.1,7.75,123.7,,0.5,2.2,3.8,16.1,0.005,1.85,0.13,0.01,0.93,8.7,2.29,10.5,0.46,,1.00,23,9,105%,19
